"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","3536127","615941000000103","Bipolar affective disorder, currently depressed, unspecified","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3535239","602541000000101","Unspecified bipolar affective disorder, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3520677","633731000000103","Bipolar affective disorder, currently manic, unspecified","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3520439","613631000000100","Unspecified manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3520438","613621000000102","Other and unspecified manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3520275","602531000000105","Unspecified bipolar affective disorder, moderate","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3520274","602521000000108","Unspecified bipolar affective disorder, mild","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3520273","602481000000108","Mixed bipolar affective disorder, NOS","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3520272","602471000000106","Mixed bipolar affective disorder, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3424961","30687003","Bipolar II disorder, most recent episode major depressive with postpartum onset","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3420591","191621009","Bipolar affective disorder, currently manic, moderate","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3419203","191623007","Bipolar affective disorder, currently manic, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3417877","13746004","Bipolar affective disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3417540","35722002","Severe bipolar II disorder, most recent episode major depressive, in remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3416480","46229002","Severe bipolar I disorder, most recent episode mixed, without psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3415164","34315001","Bipolar II disorder, most recent episode major depressive with melancholic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3413593","191641004","Mixed bipolar affective disorder, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3412910","16295005","Bipolar II disorder, most recent episode major depressive","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3411835","26203008","Severe bipolar I disorder, most recent episode depressed with psychotic features, mood-incongruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3409094","13313007","Mild bipolar disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3408131","765176007","Psychosis and severe depression co-occurrent and due to bipolar affective disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3403203","71984005","Mild bipolar I disorder, most recent episode manic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3399726","41832009","Severe bipolar I disorder, single manic episode with psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3398093","67002003","Severe bipolar II disorder, most recent episode major depressive, in partial remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3395434","133091000119105","Rapid cycling bipolar I disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3387000","767635003","Bipolar I disorder, most recent episode manic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3385542","192362008","Bipolar affective disorder, current episode mixed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3382382","23741000119105","Severe manic bipolar I disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3380158","41836007","Bipolar disorder in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3375528","29929003","Bipolar I disorder, most recent episode depressed with atypical features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3373465","371604007","Severe bipolar II disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3372503","767633005","Bipolar affective disorder, most recent episode mixed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3371266","767632000","Bipolar disorder, most recent episode manic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3370326","53607008","Bipolar I disorder, most recent episode depressed, in remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3369661","231444002","Organic bipolar disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3367520","78640000","Severe bipolar I disorder, most recent episode manic, with psychotic features, mood-congruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3367215","22407005","Bipolar II disorder, most recent episode major depressive with catatonic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3362550","271000119101","Severe mixed bipolar I disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3362205","59617007","Severe bipolar I disorder, most recent episode depressed with psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3361648","10981006","Severe bipolar I disorder, most recent episode mixed, with psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3356716","191636007","Mixed bipolar affective disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3345731","75360000","Bipolar 1 disorder, single manic episode, in remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3345410","191620005","Bipolar affective disorder, currently manic, mild","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3343883","30520009","Severe bipolar II disorder, most recent episode major depressive with psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3342601","63249007","Bipolar I disorder, most recent episode manic, in partial remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3342037","49512000","Bipolar I disorder, most recent episode depressed, in partial remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3341067","36583000","Bipolar I disorder, most recent episode mixed, in partial remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3340963","66631006","Moderate bipolar I disorder, most recent episode depressed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3340454","53049002","Severe bipolar disorder without psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3340317","162004","Severe bipolar I disorder, most recent episode manic, without psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3338632","73471000","Bipolar I disorder, most recent episode mixed with catatonic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3337292","71294008","Mild bipolar II disorder, most recent episode major depressive","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3336230","43568002","Bipolar II disorder, most recent episode major depressive with atypical features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3334162","4441000","Severe bipolar disorder with psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3333324","87950005","Bipolar I disorder, single manic episode with catatonic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3333268","191625000","Bipolar affective disorder, currently manic, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3332416","28663008","Severe bipolar I disorder, most recent episode manic, with psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3332103","41552001","Mild bipolar I disorder, single manic episode","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3331771","49468007","Bipolar I disorder, most recent episode depressed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3325775","83225003","Bipolar 2 disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3321849","78269000","Bipolar 1 disorder, single manic episode, in partial remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3319674","14495005","Severe bipolar I disorder, single manic episode without psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3312583","12969000","Severe bipolar II disorder, most recent episode major depressive, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3312443","191639000","Mixed bipolar affective disorder, moderate","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3312114","723903001","Bipolar type I disorder currently in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3311984","61403008","Severe bipolar I disorder, most recent episode depressed without psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3311555","1196001","Chronic bipolar II disorder, most recent episode major depressive","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3309255","191629006","Bipolar affective disorder, currently depressed, mild","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3307215","33380008","Severe bipolar I disorder, most recent episode manic, with psychotic features, mood-incongruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3304401","54761006","Severe bipolar I disorder, most recent episode depressed with psychotic feature, mood-congruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3303695","64731001","Severe bipolar I disorder, most recent episode mixed, with psychotic features, mood-congruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3303540","51637008","Chronic bipolar I disorder, most recent episode depressed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3298224","767631007","Bipolar disorder, most recent episode depression","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3298010","79584002","Moderate bipolar disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3291782","10875004","Severe bipolar I disorder, most recent episode mixed, with psychotic features, mood-incongruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3282238","371600003","Severe bipolar disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3281321","20960007","Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3280461","371599001","Severe bipolar I disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3278718","191638008","Mixed bipolar affective disorder, mild","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3272906","38368003","Schizoaffective disorder, bipolar type","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3268837","17782008","Bipolar I disorder, most recent episode manic with catatonic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3266726","21900002","Bipolar I disorder, most recent episode depressed with catatonic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3264745","191630001","Bipolar affective disorder, currently depressed, moderate","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3259320","30935000","Bipolar I disorder, most recent episode manic, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3259084","43769008","Mild bipolar I disorder, most recent episode mixed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3258702","65042007","Bipolar I disorder, most recent episode mixed with postpartum onset","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3257343","26530004","Severe bipolar disorder with psychotic features, mood-incongruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3257052","74686005","Mild bipolar I disorder, most recent episode depressed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3252672","55516002","Bipolar I disorder, most recent episode manic with postpartum onset","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3252399","22121000","Bipolar I disorder, most recent episode depressed, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3250001","1499003","Bipolar I disorder, single manic episode with postpartum onset","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3249196","19300006","Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3248705","75752004","Bipolar I disorder, most recent episode depressed with melancholic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3247938","3530005","Bipolar 1 disorder, single manic episode, full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3247592","723905008","Bipolar type II disorder currently in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3246079","68569003","Bipolar I disorder, most recent episode manic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3245702","261000119107","Severe depressed bipolar I disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3244369","48937005","Bipolar II disorder, most recent episode hypomanic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3241350","13581000","Severe bipolar I disorder, single manic episode with psychotic fearures, mood-congruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3239169","81319007","Severe bipolar II disorder, most recent episode major depressive without psychotic features","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3235926","28884001","Moderate bipolar I disorder, single manic episode","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3234853","9340000","Bipolar 1 disorder, single manic episode","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3234838","111485001","Bipolar I disorder, most recent episode mixed, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3232059","191634005","Bipolar affective disorder, currently depressed, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3228602","35481005","Bipolar I disorder, most recent episode mixed, in remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3221731","31446002","Bipolar affective disorder, current episode hypomanic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3221532","82998009","Moderate bipolar I disorder, most recent episode manic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3220652","371596008","Bipolar 1 disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3220425","191643001","Mixed bipolar affective disorder, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3219936","5703000","Bipolar disorder in partial remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3219794","70546001","Severe bipolar disorder with psychotic features, mood-congruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3219292","191618007","Bipolar affective disorder, current episode manic","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3218839","191627008","Bipolar affective disorder, current episode depression","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3217056","16506000","Mixed type bipolar affective disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3189606","86058007","Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3177012","767636002","Bipolar I disorder, most recent episode depression","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3176801","40926005","Moderate bipolar I disorder, most recent episode mixed","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3176201","45479006","Bipolar I disorder, most recent episode manic, in remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3174376","87203005","Bipolar I disorder, most recent episode depressed with postpartum onset","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3173585","35846004","Moderate bipolar II disorder, most recent episode major depressive","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3172581","14530001000004106","Bipolar disease in pregnancy","Clinical Finding","Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","3169602","85248005","Bipolar disorder, in remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3161480","61771000119106","Bipolar 2 disorder, most recent episode rapid cycling","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3146669","307525004","Other manic-depressive psychos","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3142971","268749008","Affective psychoses: [manic depressive] or [involutional melancholia]","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3137638","231497008","Bipolar II disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122895","192361001","Bipolar affective disorder, currently depressed, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122894","192355004","Bipolar disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122573","191661005","Other and unspecified manic-depressive psychoses NOS","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122572","191660006","Other mixed manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122571","191657004","Unspecified manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122570","191656008","Other and unspecified manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122568","191654006","Unspecified bipolar affective disorder, NOS","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
