"","CONCEPT_ID","CONCEPT_NAME","STANDARD_CONCEPT","STANDARD_CONCEPT_CAPTION","INVALID_REASON","INVALID_REASON_CAPTION","CONCEPT_CODE","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID"
"433",36714998,"Moderately severe recurrent major depression","S","Standard","V","Valid","720452006","Condition","SNOMED","Clinical Finding"
"434",36714999,"Minimal major depression single episode","S","Standard","V","Valid","720454007","Condition","SNOMED","Clinical Finding"
"435",36715000,"Minimal major depression","S","Standard","V","Valid","720455008","Condition","SNOMED","Clinical Finding"
"436",36717092,"Moderately severe depression","S","Standard","V","Valid","719593009","Condition","SNOMED","Clinical Finding"
"437",36717389,"Moderately severe major depression single episode","S","Standard","V","Valid","720453001","Condition","SNOMED","Clinical Finding"
"438",37016718,"Acute depression","S","Standard","V","Valid","712823008","Condition","SNOMED","Clinical Finding"
"439",37018656,"Depressive disorder in mother complicating pregnancy","S","Standard","V","Valid","94631000119100","Condition","SNOMED","Clinical Finding"
"440",37109052,"Mild major depressive disorder co-occurrent with anxiety single episode","S","Standard","V","Valid","16265951000119109","Condition","SNOMED","Clinical Finding"
"441",37109053,"Moderate major depressive disorder co-occurrent with anxiety single episode","S","Standard","V","Valid","16266831000119100","Condition","SNOMED","Clinical Finding"
"442",37109054,"Severe major depressive disorder co-occurrent with anxiety single episode","S","Standard","V","Valid","16266991000119108","Condition","SNOMED","Clinical Finding"
"443",37109950,"Mood disorder with depressive symptoms caused by alcohol","S","Standard","V","Valid","723928009","Condition","SNOMED","Clinical Finding"
"444",37109952,"Mood disorder with mixed manic and depressive symptoms caused by alcohol","S","Standard","V","Valid","723930006","Condition","SNOMED","Clinical Finding"
"445",37110428,"Mood disorder with depressive symptoms caused by hypnotic","S","Standard","V","Valid","724677009","Condition","SNOMED","Clinical Finding"
"446",37110429,"Mood disorder with depressive symptoms caused by anxiolytic","S","Standard","V","Valid","724678004","Condition","SNOMED","Clinical Finding"
"447",37110438,"Mood disorder with depressive symptoms caused by cocaine","S","Standard","V","Valid","724690002","Condition","SNOMED","Clinical Finding"
"448",37111697,"Major depression with psychotic features","S","Standard","V","Valid","726772006","Condition","SNOMED","Clinical Finding"
"449",37117211,"Mood disorder with depressive symptoms caused by sedative","S","Standard","V","Valid","724676000","Condition","SNOMED","Clinical Finding"
"450",37200319,"Premenstrual dysphoric disorder","N","Non-Standard","V","Valid","F32.81","Condition","ICD10CM","5-char billing code"
"451",37200320,"Other specified depressive episodes","N","Non-Standard","V","Valid","F32.89","Condition","ICD10CM","5-char billing code"
"452",37209503,"Depressive disorder caused by amphetamine","S","Standard","V","Valid","16238181000119101","Condition","SNOMED","Clinical Finding"
"453",37309680,"Depressive disorder caused by methamphetamine","S","Standard","V","Valid","16238221000119109","Condition","SNOMED","Clinical Finding"
"454",37312479,"Antenatal depression","S","Standard","V","Valid","788120007","Condition","SNOMED","Clinical Finding"
"455",40306911,"O/E - depressed","N","Non-Standard","U","Invalid","139947002","Condition","SNOMED","Clinical Finding"
"456",40311744,"Postnatal depressive disorder","N","Non-Standard","U","Invalid","147016002","Condition","SNOMED","Clinical Finding"
"457",40321768,"Endogenous depression","N","Non-Standard","U","Invalid","154873003","Condition","SNOMED","Clinical Finding"
"458",40321771,"Seasonal affective disorder","N","Non-Standard","U","Invalid","154876006","Condition","SNOMED","Clinical Finding"
"459",40321785,"Depression: [reactive (neurotic)] or [postnatal]","N","Non-Standard","U","Invalid","154889000","Condition","SNOMED","Clinical Finding"
"460",40321786,"(Nervous debility - neurasthenia) or (nervous exhaustion) or (TATT - tired all the time)","N","Non-Standard","U","Invalid","154890009","Condition","SNOMED","Clinical Finding"
"461",40321819,"Moderate depression","N","Non-Standard","U","Invalid","154919005","Condition","SNOMED","Clinical Finding"
"462",40322275,"Depression NOS","N","Non-Standard","U","Invalid","154963001","Condition","SNOMED","Clinical Finding"
"463",40322276,"Mixed anxiety and depressive disorder","N","Non-Standard","U","Invalid","154964007","Condition","SNOMED","Clinical Finding"
"464",40322277,"Mild depression","N","Non-Standard","U","Invalid","154965008","Condition","SNOMED","Clinical Finding"
"465",40322278,"Moderate depression","N","Non-Standard","U","Invalid","154966009","Condition","SNOMED","Clinical Finding"
"466",40322279,"Severe depression","N","Non-Standard","U","Invalid","154967000","Condition","SNOMED","Clinical Finding"
"467",40322281,"Seasonal affective disorder","N","Non-Standard","U","Invalid","154969002","Condition","SNOMED","Clinical Finding"
"468",40322282,"Recurrent depression","N","Non-Standard","U","Invalid","154970001","Condition","SNOMED","Clinical Finding"
"469",40356273,"Neurasthenia","N","Non-Standard","U","Invalid","268631001","Condition","SNOMED","Clinical Finding"
"470",40356772,"Depression: [reactive (neurotic)] or [postnatal]","N","Non-Standard","U","Invalid","268753005","Condition","SNOMED","Clinical Finding"
"471",40356773,"(Nervous debility - neurasthenia) or (nervous exhaustion) or (TATT - tired all the time)","N","Non-Standard","U","Invalid","268754004","Condition","SNOMED","Clinical Finding"
"472",40367102,"Atypical depressive disorder","N","Non-Standard","U","Invalid","277538003","Condition","SNOMED","Clinical Finding"
"473",40385036,"Seasonal affective disorder","N","Non-Standard","U","Invalid","191655007","Condition","SNOMED","Clinical Finding"
"474",40385047,"Masked depression","N","Non-Standard","U","Invalid","191665001","Condition","SNOMED","Clinical Finding"
"475",40385065,"Agitated depression","N","Non-Standard","U","Invalid","191681006","Condition","SNOMED","Clinical Finding"
"476",40385094,"Mixed anxiety and depressive disorder","N","Non-Standard","U","Invalid","191707004","Condition","SNOMED","Clinical Finding"
"477",40385130,"(Neurotic depression reactive type) or (postnatal depression)","N","Non-Standard","U","Invalid","191740008","Condition","SNOMED","Clinical Finding"
"478",40387834,"Post-schizophrenic depression","N","Non-Standard","U","Invalid","192323004","Condition","SNOMED","Clinical Finding"
"479",40388242,"Schizoaffective disorder, depressive type","N","Non-Standard","U","Invalid","192342000","Condition","SNOMED","Clinical Finding"
"480",40388263,"Bipolar affective disorder, currently depressed, severe, with psychosis","N","Non-Standard","U","Invalid","192361001","Condition","SNOMED","Clinical Finding"
"481",40388268,"Single major depressive episode","N","Non-Standard","U","Invalid","192366006","Condition","SNOMED","Clinical Finding"
"482",40388280,"[X]Depression without psychotic symptoms: [recurrent: [major] or [manic-depressive psychosis, depressed type] or [vital] or [current severe episode]] or [endogenous]","N","Non-Standard","U","Invalid","192377000","Condition","SNOMED","Clinical Finding"
"483",40388281,"[X] Depression with psychotic symptoms: [recurrent: (current episode severe) or (manic-depressive, depressed type) or (severe major episodes) or (severe episodes)] or [endogenous]","N","Non-Standard","U","Invalid","192378005","Condition","SNOMED","Clinical Finding"
"484",40388288,"Dysthymia","N","Non-Standard","U","Invalid","192384008","Condition","SNOMED","Clinical Finding"
"485",40388309,"[X]Mixed anxiety and depressive disorder (& mild anxiety depression)","N","Non-Standard","U","Invalid","192402009","Condition","SNOMED","Clinical Finding"
"486",40388741,"Neurasthenia","N","Non-Standard","U","Invalid","192439005","Condition","SNOMED","Clinical Finding"
"487",40389289,"Depressive conduct disorder","N","Non-Standard","U","Invalid","192605002","Condition","SNOMED","Clinical Finding"
"488",40391932,"Depression: [single major episode] or [agitated] or [endogenous (including first episode)]","N","Non-Standard","U","Invalid","191599006","Condition","SNOMED","Clinical Finding"
"489",40391943,"Recurrent depression: [major episode] or [endogenous]","N","Non-Standard","U","Invalid","191608002","Condition","SNOMED","Clinical Finding"
"490",40433637,"Schizoaffective disorder, depressive type","N","Non-Standard","U","Invalid","231492002","Condition","SNOMED","Clinical Finding"
"491",40433643,"Endogenous depression","N","Non-Standard","U","Invalid","231498003","Condition","SNOMED","Clinical Finding"
"492",40481798,"Chronic depressive personality disorder","S","Standard","V","Valid","442057004","Condition","SNOMED","Clinical Finding"
"493",40560647,"Mild depression","N","Non-Standard","U","Invalid","390717003","Condition","SNOMED","Clinical Finding"
"494",40608397,"Major depression, melancholic type","N","Non-Standard","U","Invalid","62951006","Condition","SNOMED","Clinical Finding"
"495",42486638,"Post-schizophrenic depression","N","Non-Standard","V","Valid","F20.4","Condition","KCD7","KCD7 code"
"496",42486659,"Schizoaffective disorder, depressive type","N","Non-Standard","V","Valid","F25.1","Condition","KCD7","KCD7 code"
"497",42486675,"Bipolar affective disorder, current episode mild or moderate depression","N","Non-Standard","V","Valid","F31.3","Condition","KCD7","KCD7 code"
"498",42486676,"Bipolar affective disorder, current episode severe depression without psychotic symptoms","N","Non-Standard","V","Valid","F31.4","Condition","KCD7","KCD7 code"
"499",42486677,"Bipolar affective disorder, current episode severe depression with psychotic symptoms","N","Non-Standard","V","Valid","F31.5","Condition","KCD7","KCD7 code"
"500",42486682,"Depressive episode","N","Non-Standard","V","Valid","F32","Condition","KCD7","KCD7 code"
"501",42486683,"Mild depressive episode","N","Non-Standard","V","Valid","F32.0","Condition","KCD7","KCD7 code"
"502",42486684,"Moderate depressive episode","N","Non-Standard","V","Valid","F32.1","Condition","KCD7","KCD7 code"
"503",42486685,"Severe depressive episode without psychotic symptoms","N","Non-Standard","V","Valid","F32.2","Condition","KCD7","KCD7 code"
"504",42486686,"Severe depressive episode with psychotic symptoms","N","Non-Standard","V","Valid","F32.3","Condition","KCD7","KCD7 code"
"505",42486687,"Other depressive episodes","N","Non-Standard","V","Valid","F32.8","Condition","KCD7","KCD7 code"
"506",42486688,"Depressive episode, unspecified","N","Non-Standard","V","Valid","F32.9","Condition","KCD7","KCD7 code"
"507",42486689,"Recurrent depressive disorder","N","Non-Standard","V","Valid","F33","Condition","KCD7","KCD7 code"
"508",42486690,"Recurrent depressive disorder, current episode mild","N","Non-Standard","V","Valid","F33.0","Condition","KCD7","KCD7 code"
"509",42486691,"Recurrent depressive disorder, current episode moderate","N","Non-Standard","V","Valid","F33.1","Condition","KCD7","KCD7 code"
"510",42486692,"Recurrent depressive disorder, current episode severe without psychotic symptoms","N","Non-Standard","V","Valid","F33.2","Condition","KCD7","KCD7 code"
"511",42486693,"Recurrent depressive disorder, current episode severe with psychotic symptoms","N","Non-Standard","V","Valid","F33.3","Condition","KCD7","KCD7 code"
"512",42486694,"Recurrent depressive disorder, currently in remission","N","Non-Standard","V","Valid","F33.4","Condition","KCD7","KCD7 code"
"513",42486695,"Other recurrent depressive disorders","N","Non-Standard","V","Valid","F33.8","Condition","KCD7","KCD7 code"
"514",42486696,"Recurrent depressive disorder, unspecified","N","Non-Standard","V","Valid","F33.9","Condition","KCD7","KCD7 code"
"515",42486699,"Dysthymia","N","Non-Standard","V","Valid","F34.1","Condition","KCD7","KCD7 code"
"516",42486717,"Mixed anxiety and depressive disorder","N","Non-Standard","V","Valid","F41.2","Condition","KCD7","KCD7 code"
"517",42486912,"Depressive conduct disorder","N","Non-Standard","V","Valid","F92.0","Condition","KCD7","KCD7 code"
"518",42534817,"Postpartum major depression in remission","S","Standard","V","Valid","104851000119103","Condition","SNOMED","Clinical Finding"
"519",42538584,"Mood disorder with depressive symptoms caused by opioid","S","Standard","V","Valid","762321000","Condition","SNOMED","Clinical Finding"
"520",42538590,"Mood disorder with depressive symptoms caused by stimulant","S","Standard","V","Valid","762329003","Condition","SNOMED","Clinical Finding"
"521",42538596,"Mood disorder with depressive symptoms caused by hallucinogen","S","Standard","V","Valid","762336002","Condition","SNOMED","Clinical Finding"
"522",42538599,"Mood disorder with depressive symptoms caused by volatile inhalant","S","Standard","V","Valid","762339009","Condition","SNOMED","Clinical Finding"
"523",42538601,"Mood disorder with depressive symptoms caused by ecstasy type drug","N","Non-Standard","U","Invalid","762342003","Condition","SNOMED","Clinical Finding"
"524",42538604,"Mood disorder with depressive symptoms caused by dissociative drug","S","Standard","V","Valid","762345001","Condition","SNOMED","Clinical Finding"
"525",42538736,"Mood disorder with depressive symptoms caused by synthetic cathinone","S","Standard","V","Valid","762512002","Condition","SNOMED","Clinical Finding"
"526",42872411,"Severe major depression, single episode","S","Standard","V","Valid","251000119105","Condition","SNOMED","Clinical Finding"
"527",42872722,"Severe major depression","S","Standard","V","Valid","450714000","Condition","SNOMED","Clinical Finding"
"528",43020483,"Reactive depressive psychosis, single episode","S","Standard","V","Valid","288751000119101","Condition","SNOMED","Clinical Finding"
"529",43531624,"Severe recurrent major depression","S","Standard","V","Valid","281000119103","Condition","SNOMED","Clinical Finding"
"530",44782706,"Mood disorder of depressed type","N","Non-Standard","U","Invalid","21061000119107","Condition","SNOMED","Clinical Finding"
"531",44782720,"Severe seasonal affective disorder","S","Standard","V","Valid","133121000119109","Condition","SNOMED","Clinical Finding"
"532",44782943,"Depressive disorder in remission","S","Standard","V","Valid","698957003","Condition","SNOMED","Clinical Finding"
"533",44794370,"[X]Severe depressive episode without psychotic symptoms","N","Non-Standard","U","Invalid","397701000000102","Condition","SNOMED","Clinical Finding"
"534",44794371,"[X]Severe depressive episode with psychotic symptoms","N","Non-Standard","U","Invalid","397711000000100","Condition","SNOMED","Clinical Finding"
"535",44794775,"[X]Recurrent depressive disorder, current episode severe without psychotic symptoms","N","Non-Standard","U","Invalid","402441000000102","Condition","SNOMED","Clinical Finding"
"536",44795104,"[X] Single episode major depression without psychotic symptoms","N","Non-Standard","U","Invalid","401211000000106","Condition","SNOMED","Clinical Finding"
"537",44796370,"[X]Other depressive episodes","N","Non-Standard","U","Invalid","415051000000101","Condition","SNOMED","Clinical Finding"
"538",44796936,"[X]Other recurrent depressive disorders","N","Non-Standard","U","Invalid","427781000000106","Condition","SNOMED","Clinical Finding"
"539",44797200,"[X]Recurrent depressive disorder, currently in remission","N","Non-Standard","U","Invalid","424961000000107","Condition","SNOMED","Clinical Finding"
"540",44797315,"[X]Recurrent depressive disorder, current episode mild","N","Non-Standard","U","Invalid","430051000000100","Condition","SNOMED","Clinical Finding"
"541",44797412,"[X]Depressive episode, unspecified","N","Non-Standard","U","Invalid","432601000000107","Condition","SNOMED","Clinical Finding"
"542",44797421,"[X]Mild depressive episode","N","Non-Standard","U","Invalid","430421000000104","Condition","SNOMED","Clinical Finding"
"543",44798442,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms","N","Non-Standard","U","Invalid","444051000000108","Condition","SNOMED","Clinical Finding"
"544",44799035,"[X] Single episode agitated depression without psychotic symptoms","N","Non-Standard","U","Invalid","455731000000100","Condition","SNOMED","Clinical Finding"
"545",44800512,"[X]Recurrent depressive disorder, unspecified","N","Non-Standard","U","Invalid","471451000000102","Condition","SNOMED","Clinical Finding"
"546",44800606,"[X]Moderate depressive episode","N","Non-Standard","U","Invalid","465441000000108","Condition","SNOMED","Clinical Finding"
"547",44800607,"[X]Recurrent depressive disorder, current episode moderate","N","Non-Standard","U","Invalid","465451000000106","Condition","SNOMED","Clinical Finding"
"548",44801154,"[X] Manic-depressive psychosis, depressed type without psychotic symptoms","N","Non-Standard","U","Invalid","467361000000105","Condition","SNOMED","Clinical Finding"
"549",44805542,"Recurrent major depressive episodes, severe","S","Standard","V","Valid","764611000000100","Condition","SNOMED","Clinical Finding"
"550",44805544,"Single major depressive episode, severe","N","Non-Standard","U","Invalid","764631000000108","Condition","SNOMED","Clinical Finding"
"551",44805549,"Recurrent major depressive episodes, in partial remission","S","Standard","V","Valid","764691000000109","Condition","SNOMED","Clinical Finding"
"552",44805550,"Single major depressive episode, in remission","S","Standard","V","Valid","764711000000106","Condition","SNOMED","Clinical Finding"
"553",44805551,"Single major depressive episode, in partial remission","N","Non-Standard","U","Invalid","764721000000100","Condition","SNOMED","Clinical Finding"
"554",44805668,"Single major depressive episode, severe, with psychosis, psychosis in remission","S","Standard","V","Valid","755321000000106","Condition","SNOMED","Clinical Finding"
"555",44805669,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission","S","Standard","V","Valid","755331000000108","Condition","SNOMED","Clinical Finding"
"556",44806193,"Antenatal depression","N","Non-Standard","U","Invalid","790961000000101","Condition","SNOMED","Clinical Finding"
"557",44813318,"[X]Recurrent depressive disorder","N","Non-Standard","U","Invalid","456601000000107","Condition","SNOMED","Clinical Finding"
"558",44813499,"Recurrent major depressive episodes, in remission","S","Standard","V","Valid","764701000000109","Condition","SNOMED","Clinical Finding"
"559",44819545,"Chronic depressive personality disorder","N","Non-Standard","V","Valid","301.12","Condition","ICD9CM","5-dig billing code"
"560",44820717,"Major depressive affective disorder, single episode, severe, specified as with psychotic behavior","N","Non-Standard","V","Valid","296.24","Condition","ICD9CM","5-dig billing code"
"561",44820721,"Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission","N","Non-Standard","V","Valid","296.55","Condition","ICD9CM","5-dig billing code"
"562",44821821,"Major depressive disorder, single episode","N","Non-Standard","V","Valid","296.2","Condition","ICD9CM","4-dig nonbill code"
"563",44822975,"Major depressive affective disorder, single episode, unspecified","N","Non-Standard","V","Valid","296.20","Condition","ICD9CM","5-dig billing code"
"564",44822976,"Major depressive affective disorder, single episode, in partial or unspecified remission","N","Non-Standard","V","Valid","296.25","Condition","ICD9CM","5-dig billing code"
"565",44822977,"Bipolar I disorder, most recent episode (or current) depressed, in full remission","N","Non-Standard","V","Valid","296.56","Condition","ICD9CM","5-dig billing code"
"566",44824114,"Major depressive affective disorder, single episode, mild","N","Non-Standard","V","Valid","296.21","Condition","ICD9CM","5-dig billing code"
"567",44825293,"Major depressive disorder, recurrent episode","N","Non-Standard","V","Valid","296.3","Condition","ICD9CM","4-dig nonbill code"
"568",44826500,"Bipolar I disorder, most recent episode (or current) depressed, mild","N","Non-Standard","V","Valid","296.51","Condition","ICD9CM","5-dig billing code"
"569",44827654,"Major depressive affective disorder, single episode, moderate","N","Non-Standard","V","Valid","296.22","Condition","ICD9CM","5-dig billing code"
"570",44827655,"Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior","N","Non-Standard","V","Valid","296.34","Condition","ICD9CM","5-dig billing code"
"571",44827656,"Major depressive affective disorder, recurrent episode, in full remission","N","Non-Standard","V","Valid","296.36","Condition","ICD9CM","5-dig billing code"
"572",44829914,"Vascular dementia, with depressed mood","N","Non-Standard","V","Valid","290.43","Condition","ICD9CM","5-dig billing code"
"573",44829923,"Major depressive affective disorder, recurrent episode, mild","N","Non-Standard","V","Valid","296.31","Condition","ICD9CM","5-dig billing code"
"574",44831089,"Major depressive affective disorder, recurrent episode, unspecified","N","Non-Standard","V","Valid","296.30","Condition","ICD9CM","5-dig billing code"
"575",44831090,"Major depressive affective disorder, recurrent episode, moderate","N","Non-Standard","V","Valid","296.32","Condition","ICD9CM","5-dig billing code"
"576",44832232,"Major depressive affective disorder, single episode, in full remission","N","Non-Standard","V","Valid","296.26","Condition","ICD9CM","5-dig billing code"
"577",44832235,"Atypical depressive disorder","N","Non-Standard","V","Valid","296.82","Condition","ICD9CM","5-dig billing code"
"578",44832236,"Depressive type psychosis","N","Non-Standard","V","Valid","298.0","Condition","ICD9CM","4-dig billing code"
"579",44833421,"Depressive disorder, not elsewhere classified","N","Non-Standard","V","Valid","311","Condition","ICD9CM","3-dig billing code"
"580",44834589,"Major depressive affective disorder, recurrent episode, in partial or unspecified remission","N","Non-Standard","V","Valid","296.35","Condition","ICD9CM","5-dig billing code"
"581",44834590,"Bipolar I disorder, most recent episode (or current) depressed","N","Non-Standard","V","Valid","296.5","Condition","ICD9CM","4-dig nonbill code"
"582",44835784,"Major depressive affective disorder, single episode, severe, without mention of psychotic behavior","N","Non-Standard","V","Valid","296.23","Condition","ICD9CM","5-dig billing code"
"583",44835785,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior","N","Non-Standard","V","Valid","296.33","Condition","ICD9CM","5-dig billing code"
"584",44835786,"Bipolar I disorder, most recent episode (or current) depressed, moderate","N","Non-Standard","V","Valid","296.52","Condition","ICD9CM","5-dig billing code"
"585",44836965,"Bipolar I disorder, most recent episode (or current) depressed, unspecified","N","Non-Standard","V","Valid","296.50","Condition","ICD9CM","5-dig billing code"
"586",44836972,"Dysthymic disorder","N","Non-Standard","V","Valid","300.4","Condition","ICD9CM","4-dig billing code"
"587",45420188,"Endogenous depression first episode","N","Non-Standard","V","Valid","E112.12","Condition","Read","Read"
"588",45420225,"[X]Single episode of reactive depression","N","Non-Standard","V","Valid","Eu32.13","Condition","Read","Read"
"589",45420226,"[X] Reactive depression NOS","N","Non-Standard","V","Valid","Eu32z14","Condition","Read","Read"
"590",45423365,"Single major depressive episode, severe, without mention of psychosis","N","Non-Standard","V","Valid","E112300","Condition","Read","Read"
"591",45423401,"[X]Single episode vital depression without psychotic symptoms","N","Non-Standard","V","Valid","Eu32213","Condition","Read","Read"
"592",45423402,"[X]Mild depression","N","Non-Standard","V","Valid","Eu32400","Condition","Read","Read"
"593",45426631,"Bipolar affective disorder, currently depressed, mild","N","Non-Standard","V","Valid","E115100","Condition","Read","Read"
"594",45426671,"[X]Single episode of psychotic depression","N","Non-Standard","V","Valid","Eu32313","Condition","Read","Read"
"595",45426672,"[X]Prolonged single episode of reactive depression","N","Non-Standard","V","Valid","Eu32z13","Condition","Read","Read"
"596",45429981,"Single major depressive episode, unspecified","N","Non-Standard","V","Valid","E112000","Condition","Read","Read"
"597",45429982,"Bipolar affective disorder, currently depressed","N","Non-Standard","V","Valid","E115.00","Condition","Read","Read"
"598",45429984,"Atypical depressive disorder","N","Non-Standard","V","Valid","E11y200","Condition","Read","Read"
"599",45430022,"[X]Severe depressive episode with psychotic symptoms","N","Non-Standard","V","Valid","Eu32300","Condition","Read","Read"
"600",45430023,"[X]Single major depressive episode, severe, with psychosis, psychosis in remission","N","Non-Standard","V","Valid","Eu32900","Condition","Read","Read"
"601",45430024,"[X]Premenstrual dysphoric disorder","N","Non-Standard","V","Valid","Eu3y200","Condition","Read","Read"
"602",45433260,"Drug-induced depressive state","N","Non-Standard","V","Valid","E02y300","Condition","Read","Read"
"603",45433263,"Single major depressive episode","N","Non-Standard","V","Valid","E112.00","Condition","Read","Read"
"604",45433264,"Recurrent major depressive episodes, severe, with psychosis","N","Non-Standard","V","Valid","E113400","Condition","Read","Read"
"605",45433265,"Bipolar affective disorder, currently depressed, NOS","N","Non-Standard","V","Valid","E115z00","Condition","Read","Read"
"606",45433267,"Reactive depressive psychosis","N","Non-Standard","V","Valid","E130.00","Condition","Read","Read"
"607",45433289,"[X]Endogenous depression without psychotic symptoms","N","Non-Standard","V","Valid","Eu33211","Condition","Read","Read"
"608",45436597,"Agitated depression","N","Non-Standard","V","Valid","E112.11","Condition","Read","Read"
"609",45436626,"[X]Persistant anxiety depression","N","Non-Standard","V","Valid","Eu34114","Condition","Read","Read"
"610",45439892,"Single major depressive episode, in full remission","N","Non-Standard","V","Valid","E112600","Condition","Read","Read"
"611",45439893,"Recurrent major depressive episodes, moderate","N","Non-Standard","V","Valid","E113200","Condition","Read","Read"
"612",45439923,"[X]Moderate depressive episode","N","Non-Standard","V","Valid","Eu32100","Condition","Read","Read"
"613",45439924,"[X]Single episode major depression without psychotic symptoms","N","Non-Standard","V","Valid","Eu32212","Condition","Read","Read"
"614",45443197,"[X]Schizoaffective psychosis, depressive type","N","Non-Standard","V","Valid","Eu25111","Condition","Read","Read"
"615",45443200,"[X]Single episode of major depression with psychotic symptoms","N","Non-Standard","V","Valid","Eu32311","Condition","Read","Read"
"616",45443201,"[X]Manic-depressive psychosis, depressed type without psychotic symptoms","N","Non-Standard","V","Valid","Eu33213","Condition","Read","Read"
"617",45443202,"[X]Manic-depressive psychosis, depressed type with psychotic symptoms","N","Non-Standard","V","Valid","Eu33312","Condition","Read","Read"
"618",45443203,"[X]Recurrent depressive disorder, unspecified","N","Non-Standard","V","Valid","Eu33z00","Condition","Read","Read"
"619",45446528,"Postnatal depression","N","Non-Standard","V","Valid","E204.11","Condition","Read","Read"
"620",45446543,"Postviral depression","N","Non-Standard","V","Valid","E2B0.00","Condition","Read","Read"
"621",45446561,"[X]Depressive episode","N","Non-Standard","V","Valid","Eu32.00","Condition","Read","Read"
"622",45446562,"[X]Atypical depression","N","Non-Standard","V","Valid","Eu32y11","Condition","Read","Read"
"623",45446563,"[X]Recurrent severe episodes of reactive depressive psychosis","N","Non-Standard","V","Valid","Eu33316","Condition","Read","Read"
"624",45446565,"[X]Dysthymia","N","Non-Standard","V","Valid","Eu34100","Condition","Read","Read"
"625",45446574,"[X]Postnatal depression NOS","N","Non-Standard","V","Valid","Eu53011","Condition","Read","Read"
"626",45449846,"Single major depressive episode, severe, with psychosis","N","Non-Standard","V","Valid","E112400","Condition","Read","Read"
"627",45449847,"Bipolar affective disorder, currently depressed, unspecified","N","Non-Standard","V","Valid","E115000","Condition","Read","Read"
"628",45449850,"Anxiety with depression","N","Non-Standard","V","Valid","E200300","Condition","Read","Read"
"629",45449881,"[X]Recurrent severe episodes of psychotic depression","N","Non-Standard","V","Valid","Eu33315","Condition","Read","Read"
"630",45449882,"[X]Neurotic depression","N","Non-Standard","V","Valid","Eu34113","Condition","Read","Read"
"631",45453174,"Recurrent major depressive episode","N","Non-Standard","V","Valid","E113.00","Condition","Read","Read"
"632",45453175,"Recurrent major depressive episodes, mild","N","Non-Standard","V","Valid","E113100","Condition","Read","Read"
"633",45453176,"Recurrent depression","N","Non-Standard","V","Valid","E113700","Condition","Read","Read"
"634",45453208,"[X]Endogenous depression with psychotic symptoms","N","Non-Standard","V","Valid","Eu33311","Condition","Read","Read"
"635",45453209,"[X]Recurrent depressive disorder, currently in remission","N","Non-Standard","V","Valid","Eu33400","Condition","Read","Read"
"636",45456548,"Endogenous depression first episode","N","Non-Standard","V","Valid","E112.13","Condition","Read","Read"
"637",45456551,"Bipolar affective disorder, currently depressed, in full remission","N","Non-Standard","V","Valid","E115600","Condition","Read","Read"
"638",45456581,"[X]Depressive episode, unspecified","N","Non-Standard","V","Valid","Eu32z00","Condition","Read","Read"
"639",45456582,"[X]Recurrent brief depressive episodes","N","Non-Standard","V","Valid","Eu3y111","Condition","Read","Read"
"640",45459885,"Recurrent major depressive episodes, severe, without mention of psychosis","N","Non-Standard","V","Valid","E113300","Condition","Read","Read"
"641",45459890,"Depressive personality disorder","N","Non-Standard","V","Valid","E211200","Condition","Read","Read"
"642",45459919,"[X]SAD - Seasonal affective disorder","N","Non-Standard","V","Valid","Eu33.15","Condition","Read","Read"
"643",45459920,"[X]Recurrent depressive disorder, current episode mild","N","Non-Standard","V","Valid","Eu33000","Condition","Read","Read"
"644",45459921,"[X]Recurrent severe episodes of major depression with psychotic symptoms","N","Non-Standard","V","Valid","Eu33313","Condition","Read","Read"
"645",45463351,"[X]Schizophreniform psychosis, depressive type","N","Non-Standard","V","Valid","Eu25112","Condition","Read","Read"
"646",45463352,"[X]Major depression, severe without psychotic symptoms","N","Non-Standard","V","Valid","Eu32700","Condition","Read","Read"
"647",45463353,"[X]Monopolar depression NOS","N","Non-Standard","V","Valid","Eu33z11","Condition","Read","Read"
"648",45466669,"Recurrent major depressive episode NOS","N","Non-Standard","V","Valid","E113z00","Condition","Read","Read"
"649",45466714,"[X]Bipolar affective disorder, current episode mild or moderate depression","N","Non-Standard","V","Valid","Eu31300","Condition","Read","Read"
"650",45466716,"[X]Severe depressive episode without psychotic symptoms","N","Non-Standard","V","Valid","Eu32200","Condition","Read","Read"
"651",45466717,"[X]Other recurrent depressive disorders","N","Non-Standard","V","Valid","Eu33y00","Condition","Read","Read"
"652",45470153,"[X]Mild depressive episode","N","Non-Standard","V","Valid","Eu32000","Condition","Read","Read"
"653",45470154,"[X]Recurrent depressive disorder","N","Non-Standard","V","Valid","Eu33.00","Condition","Read","Read"
"654",45473408,"Psychotic reactive depression","N","Non-Standard","V","Valid","E130.11","Condition","Read","Read"
"655",45473436,"[X]Schizoaffective disorder, depressive type","N","Non-Standard","V","Valid","Eu25100","Condition","Read","Read"
"656",45473437,"[X]Depression NOS","N","Non-Standard","V","Valid","Eu32z11","Condition","Read","Read"
